Order,Length_1,Length_2,Length_3,Length_4,Length_5,Length_6,Length_7,Rule_1,Rule_2,Rule_3,Rule_4,Rule_5,Rule_6,Rule_7
743,12,10,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-o > 0.5) & (middle-left-square-o <= 0.5) & (bottom-left-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (top-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
744,11,5,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
745,11,6,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o > 0.5) & (top-middle-square-o <= 0.5) & (bottom-left-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-middle-square-x > 0.5) & (top-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
746,9,5,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
747,9,6,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
748,7,9,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5) & (bottom-left-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x > 0.5) & (top-middle-square-b <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
749,7,10,10,10,12,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-middle-square-b > 0.5) & (middle-left-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o > 0.5) & (bottom-right-square-b <= 0.5) & (top-right-square-b <= 0.5) & (middle-left-square-x > 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-b <= 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o <= 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-middle-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-right-square-x <= 0.5),,
750,10,5,12,4,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-x <= 0.5) & (middle-right-square-x > 0.5) & (top-right-square-x > 0.5) & (bottom-right-square-b > 0.5) & (top-middle-square-o <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-x > 0.5) & (bottom-right-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-right-square-b > 0.5) & (middle-right-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,
751,9,5,12,4,4,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (top-right-square-b <= 0.5) & (bottom-middle-square-b > 0.5) & (top-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,
752,8,5,10,4,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-b <= 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,
753,8,5,11,4,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o > 0.5) & (top-middle-square-x > 0.5) & (bottom-right-square-o <= 0.5) & (middle-middle-square-b <= 0.5) & (bottom-right-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,
754,8,5,12,4,4,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-x <= 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-right-square-o <= 0.5) & (middle-right-square-b > 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,
755,10,9,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-b <= 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-x > 0.5) & (middle-left-square-b <= 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
756,8,6,3,4,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
757,10,6,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-middle-square-b <= 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
758,10,7,3,4,3,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x > 0.5) & (bottom-right-square-b > 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-b <= 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5) & (top-right-square-o <= 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
759,14,6,7,9,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x <= 0.5) & (top-middle-square-b <= 0.5) & (top-left-square-x <= 0.5) & (middle-right-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (top-right-square-x > 0.5) & (bottom-right-square-b <= 0.5) & (middle-left-square-x <= 0.5) & (top-middle-square-x > 0.5) & (top-left-square-b <= 0.5) & (bottom-middle-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x <= 0.5) & (middle-left-square-x <= 0.5) & (middle-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-x <= 0.5) & (bottom-left-square-x > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-b > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5),,
760,10,6,7,6,7,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o <= 0.5) & (middle-right-square-o > 0.5) & (top-right-square-b <= 0.5) & (bottom-right-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b <= 0.5) & (middle-left-square-o > 0.5),,
761,11,7,3,4,3,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-b <= 0.5) & (bottom-left-square-b <= 0.5) & (middle-right-square-o <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-middle-square-x > 0.5) & (top-middle-square-x > 0.5) & (top-right-square-o <= 0.5) & (top-right-square-b <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x <= 0.5) & (top-left-square-x <= 0.5),,
762,8,6,11,6,9,,,(bottom-right-square-o <= 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-middle-square-x > 0.5) & (bottom-left-square-x <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-x <= 0.5),(middle-middle-square-o > 0.5) & (bottom-left-square-x <= 0.5) & (top-right-square-x > 0.5) & (bottom-middle-square-x > 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b > 0.5) & (middle-left-square-x <= 0.5) & (top-left-square-b <= 0.5) & (top-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (top-right-square-x > 0.5) & (top-left-square-x <= 0.5) & (bottom-right-square-x > 0.5) & (top-middle-square-x > 0.5) & (bottom-middle-square-x > 0.5),(middle-middle-square-o > 0.5) & (bottom-right-square-x > 0.5) & (top-right-square-x > 0.5) & (middle-right-square-x <= 0.5) & (middle-left-square-b <= 0.5) & (middle-right-square-b > 0.5) & (middle-left-square-x <= 0.5) & (bottom-middle-square-b <= 0.5) & (bottom-left-square-o > 0.5),,
763,9,5,11,4,4,,,(bottom-right-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-right-square-x > 0.5) & (top-middle-square-o <= 0.5) & (middle-left-square-b <= 0.5) & (bottom-left-square-o > 0.5) & (bottom-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-right-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (top-right-square-o <= 0.5) & (middle-left-square-o > 0.5) & (top-middle-square-o <= 0.5) & (middle-right-square-o <= 0.5) & (bottom-middle-square-o <= 0.5) & (bottom-right-square-o > 0.5) & (middle-right-square-x > 0.5) & (top-right-square-b <= 0.5) & (bottom-middle-square-b <= 0.5),(middle-middle-square-o <= 0.5) & (bottom-left-square-o > 0.5) & (top-left-square-o > 0.5) & (middle-left-square-o > 0.5),(middle-middle-square-o <= 0.5) & (top-left-square-o > 0.5) & (bottom-left-square-o > 0.5) & (middle-left-square-o > 0.5),,
